rank	book_id	score	preview	start_line
1	71276	0.000109	﻿The Project Gutenberg eBook of The book of antelopes, vol. 4 (of 4)	1
2	23618	0.000109	﻿The Project Gutenberg eBook of Gutenberg, pièce historique en 5 actes, 8 tableaux	1
3	34731	0.000109	﻿The Project Gutenberg eBook of 40 years / 40 años / 40 ans	1
4	27045	0.000109	﻿The Project Gutenberg eBook of Project Gutenberg (1971-2008)	1
5	27039	0.000109	﻿The Project Gutenberg eBook of Project Gutenberg (1971-2005)	1
6	27046	0.000109	﻿The Project Gutenberg eBook of Le Projet Gutenberg (1971-2008)	1
7	27040	0.000109	﻿The Project Gutenberg eBook of Le Projet Gutenberg (1971-2005)	1
8	14585	0.000109	﻿The Project Gutenberg eBook of ERPANET Case Study: Project Gutenberg	1
9	60600	0.000109	﻿The Project Gutenberg eBook of Forty-Five Years of Digitizing Ebooks: Project Gutenberg's Practices	1
10	31632	0.000109	﻿The Project Gutenberg eBook of Project Gutenberg (1971-2009)	1
11	36616	0.000109	﻿The Project Gutenberg eBook of Project Gutenberg 4 July 1971 - 4 July 2011: Album	1
12	51358	0.000109	﻿The Project Gutenberg eBook of Gutenberg, and the Art of Printing	1
13	50000	0.000109	﻿The Project Gutenberg eBook of John Gutenberg, First Master Printer	1
14	31634	0.000109	﻿The Project Gutenberg eBook of Le Projet Gutenberg (1971-2009)	1
15	31633	0.000109	﻿The Project Gutenberg eBook of El Proyecto Gutenberg (1971-2009)	1
16	4570	0.000108	﻿The Project Gutenberg eBook of Ascension Du Désir: Poésie	1
17	29441	0.000108	﻿The Project Gutenberg eBook of The Project Gutenberg Works of Plato: An Index	1
18	576	0.000108	﻿ The Project Gutenberg eBook of The Project Gutenberg Web Pages	1
19	29156	0.000108	﻿The Project Gutenberg eBook of The Project Gutenberg Works of Joseph Conrad: An Index	1
20	59056	0.000108	﻿The Project Gutenberg eBook of Index of the Project Gutenberg Prose Works of Hector Berlioz	1
21	1981	0.000108	﻿The Project Gutenberg eBook of Le droit de lire	1
22	67471	0.000108	﻿The Project Gutenberg eBook of The Invention of Typography	1
23	29434	0.000108	﻿The Project Gutenberg eBook of The Project Gutenberg Works of Flavius Josephus: An Index	1
24	29459	0.000108	﻿The Project Gutenberg eBook of The Project Gutenberg Works of Xenophon: An Index	1
25	29430	0.000108	﻿The Project Gutenberg eBook of The Project Gutenberg Works of Hall Caine: An Index	1
26	29467	0.000108	﻿The Project Gutenberg eBook of The Project Gutenberg Works of Joseph Lincoln: An Index	1
27	29431	0.000108	﻿The Project Gutenberg eBook of The Project Gutenberg Works of Rafael Sabatini: An Index	1
28	29424	0.000108	﻿The Project Gutenberg eBook of Quotes and Images: An Index of the Project Gutenberg Collection of Quotes and Images	1
