rank	book_id	score	preview	start_line
1	200	5.000000	﻿The Project Gutenberg eBook of The Project Gutenberg Encyclopedia, Volume 1 of 28	1
2	576	5.000000	﻿ The Project Gutenberg eBook of The Project Gutenberg Web Pages	1
3	660	5.000000	﻿The Project Gutenberg eBook of The Gutenberg Webster's Unabridged Dictionary: Section A and B	1
4	661	5.000000	﻿The Project Gutenberg eBook of The Gutenberg Webster's Unabridged Dictionary: Section C	1
5	662	5.000000	﻿The Project Gutenberg eBook of The Gutenberg Webster's Unabridged Dictionary: Section D and E	1
6	663	5.000000	﻿The Project Gutenberg eBook of The Gutenberg Webster's Unabridged Dictionary: Section F, G and H	1
7	664	5.000000	﻿The Project Gutenberg eBook of The Gutenberg Webster's Unabridged Dictionary: Section I, J, K, and L	1
8	665	5.000000	﻿The Project Gutenberg eBook of The Gutenberg Webster's Unabridged Dictionary: Section M, N, and O	1
9	666	5.000000	﻿The Project Gutenberg eBook of The Gutenberg Webster's Unabridged Dictionary: Section P and Q	1
10	667	5.000000	﻿The Project Gutenberg eBook of The Gutenberg Webster's Unabridged Dictionary: Section R	1
11	668	5.000000	﻿The Project Gutenberg eBook of The Gutenberg Webster's Unabridged Dictionary: Section S	1
12	669	5.000000	﻿The Project Gutenberg eBook of The Gutenberg Webster's Unabridged Dictionary: Section T, U, V, and W	1
13	670	5.000000	﻿The Project Gutenberg eBook of The Gutenberg Webster's Unabridged Dictionary: Section X, Y, and Z	1
14	673	5.000000	*The Project Gutenberg Etext of Webster's Unabridged Dictionary*	7
15	3432	4.000000	﻿The Project Gutenberg eBook of Quotations from the Project Gutenberg Editions of the Works of Mark Twain	1
16	3459	4.000000	﻿The Project Gutenberg eBook of Quotations from the Project Gutenberg Editions of the Works of John Galsworthy	1
17	3471	4.000000	﻿The Project Gutenberg eBook of Quotations from the Project Gutenberg Editions of the Works of Charles Dudley Warner	1
18	3483	4.000000	﻿The Project Gutenberg eBook of Widger's Quotations from the Project Gutenberg Editions of the Works of William Dean Howells	1
19	3493	4.000000	﻿The Project Gutenberg eBook of Widger's Quotations from the Project Gutenberg Editions of the Works of Oliver W. Holmes, Sr	1
20	3531	4.000000	﻿The Project Gutenberg eBook of Widger's Quotations from the Project Gutenberg Editions of the Works of Lord Chesterfield	1
21	3542	4.000000	﻿The Project Gutenberg eBook of Widger's Quotations from the Project Gutenberg Editions of the Works of Jacques Casanova	1
22	3603	4.000000	﻿The Project Gutenberg eBook of Widger's Quotations from the Project Gutenberg Editions of the Works of Guy de Maupassant	1
23	3617	4.000000	﻿The Project Gutenberg eBook of Widger's Quotations from the Project Gutenberg Editions of Dumas' Celebrated Crimes	1
24	3626	4.000000	﻿The Project Gutenberg eBook of Widger's Quotations from the Project Gutenberg Editions of the Works of Abraham Lincoln	1
25	3643	4.000000	﻿The Project Gutenberg eBook of Widger's Quotations from the Project Gutenberg Editions of Paine's Writings on Mark Twain	1
26	3661	4.000000	﻿The Project Gutenberg eBook of Widger's Quotations from the Project Gutenberg Editions of the Works of Montaigne	1
27	3729	4.000000	﻿The Project Gutenberg eBook of Widger's Quotations from Project Gutenberg Edition of Memoirs of Napoleon	1
28	3730	4.000000	﻿The Project Gutenberg eBook of Widger's Quotations from the Project Gutenberg Editions of the Court Memoirs of France	1
29	3749	4.000000	﻿The Project Gutenberg eBook of Widger's Quotations from Project Gutenberg Edition of The Confessions of Jean Jacques Rousseau	1
30	4001	4.000000	﻿The Project Gutenberg eBook of Widger's Quotations from Project Gutenberg Edition of French Immortals Series	1
31	4904	4.000000	﻿The Project Gutenberg eBook of Quotations from the Project Gutenberg Editions of the Collected Works of George Meredith	1
32	181	3.000000	﻿The Project Gutenberg eBook of The Project Gutenberg RST Manual	1
33	1062	3.000000	﻿The Project Gutenberg eBook of First Project Gutenberg Collection of Edgar Allan Poe	1
34	3136	3.000000	﻿The Project Gutenberg eBook of The Complete Project Gutenberg Writings of Charles Dudley Warner	1
35	3200	3.000000	﻿The Project Gutenberg eBook of The Entire Project Gutenberg Works of Mark Twain	1
36	3252	3.000000	﻿The Project Gutenberg eBook of Complete Project Gutenberg Oliver Wendell Holmes, Sr. Works	1
37	3254	3.000000	﻿The Project Gutenberg eBook of Complete Project Gutenberg John Galsworthy Works	1
38	3399	3.000000	﻿The Project Gutenberg eBook of Complete Project Gutenberg William Dean Howells Literature Essays	1
39	3400	3.000000	﻿The Project Gutenberg eBook of Complete Project Gutenberg William Dean Howells Works	1
40	3740	3.000000	﻿The Project Gutenberg eBook of Complete Project Gutenberg Collection of Memoirs of Napoleon	1
41	4500	3.000000	﻿The Project Gutenberg eBook of Complete Project Gutenberg Works of George Meredith	1
42	5400	3.000000	﻿The Project Gutenberg eBook of Project Gutenberg Complete Works of Winston Churchill	1
