rank	book_id	score	preview	start_line
1	4543	0.000342	﻿The Project Gutenberg eBook of The Querist	1
2	42932	0.000342	﻿The Project Gutenberg eBook of Plotinos: Complete Works, v. 3	1
3	43967	0.000342	﻿The Project Gutenberg eBook of A Christian Directory, Part 4: Christian Politics	1
4	50141	0.000342	﻿The Project Gutenberg eBook of Philosophical Studies	1
5	43800	0.000342	﻿The Project Gutenberg eBook of A Christian Directory, Part 2: Christian Economics	1
6	44655	0.000342	﻿The Project Gutenberg eBook of A Christian Directory, Part 3: Christian Ecclesiastics	1
7	1687	0.000342	﻿The Project Gutenberg eBook of Parmenides	1
8	9057	0.000342	﻿The Project Gutenberg eBook of Unspoken Sermons, Series I., II., and III	1
9	41633	0.000342	﻿The Project Gutenberg eBook of A Christian Directory, Part 1: Christian Ethics	1
10	150	0.000342	﻿The Project Gutenberg eBook of The Republic	1
11	27942	0.000342	﻿The Project Gutenberg eBook of A System of Logic, Ratiocinative and Inductive	1
12	1750	0.000342	﻿The Project Gutenberg eBook of Laws	1
13	37137	0.000342	﻿The Project Gutenberg eBook of A Hind Let Loose	1
14	53346	0.000342	﻿The Project Gutenberg eBook of The Analogy of Religion to the Constitution and Course of Nature	1
15	6560	0.000342	﻿The Project Gutenberg eBook of Deductive Logic	1
16	22914	0.000342	﻿The Project Gutenberg eBook of The Sceptical Chymist	1
17	35354	0.000342	﻿The Project Gutenberg eBook of Moral Theology	1
18	1497	0.000342	﻿The Project Gutenberg eBook of The Republic	1
19	53679	0.000342	﻿The Project Gutenberg eBook of Philosophical Letters: or, modest Reflections upon some Opinions in Natural Philosophy	1
20	71887	0.000342	﻿The Project Gutenberg eBook of Advice to a wife and mother in two parts	1
21	10351	0.000342	﻿The Project Gutenberg eBook of The Works of Samuel Johnson, LL.D. Volume 10	1
22	49244	0.000342	﻿The Project Gutenberg eBook of Fundamental Philosophy, Vol. 2 (of 2)	1
23	17611	0.000342	﻿The Project Gutenberg eBook of Summa Theologica, Part I (Prima Pars)	1
24	18755	0.000342	﻿The Project Gutenberg eBook of Summa Theologica, Part II-II (Secunda Secundae)	1
25	29917	0.000342	﻿The Project Gutenberg eBook of Old-Fashioned Ethics and Common-Sense Metaphysics	1
26	19950	0.000342	﻿The Project Gutenberg eBook of Summa Theologica, Part III (Tertia Pars)	1
27	55201	0.000342	﻿The Project Gutenberg eBook of The Republic of Plato	1
28	13151	0.000342	﻿The Project Gutenberg eBook of The Christian Life: Its Course, Its Hindrances, and Its Helps	1
29	30100	0.000342	﻿The Project Gutenberg eBook of Marion Fay: A Novel	1
30	6595	0.000342	﻿The Project Gutenberg eBook of Advice to a Mother on the Management of Her Children	1
31	62025	0.000342	﻿The Project Gutenberg eBook of Positions	1
32	59133	0.000342	﻿The Project Gutenberg eBook of A Body of Divinity, Vol. 1 (of 4)	1
33	65260	0.000342	﻿The Project Gutenberg eBook of The Physical Training of Children	1
34	42931	0.000342	﻿The Project Gutenberg eBook of Plotinos: Complete Works, v. 2	1
35	32300	0.000342	﻿The Project Gutenberg eBook of The Dog	1
36	17897	0.000342	﻿The Project Gutenberg eBook of Summa Theologica, Part I-II (Pars Prima Secundae)	1
37	10352	0.000342	﻿The Project Gutenberg eBook of The Works of Samuel Johnson, LL.D. Volume 11	1
38	53527	0.000342	﻿The Project Gutenberg eBook of The Existence and Attributes of God, Volumes 1 and 2	1
39	56487	0.000342	﻿The Project Gutenberg eBook of An Apology for the True Christian Divinity	1
40	45843	0.000342	﻿The Project Gutenberg eBook of Writings in Connection with the Donatist Controversy	1
41	3622	0.000342	﻿The Project Gutenberg eBook of The Duke's Children	1
42	40851	0.000342	﻿The Project Gutenberg eBook of Abridgment of the Debates of Congress, from 1789 to 1856, Vol. 2 (of 16)	1
43	9798	0.000342	﻿The Project Gutenberg eBook of Clarissa Harlowe; or the history of a young lady — Volume 2	1
44	10615	0.000342	﻿The Project Gutenberg eBook of An Essay Concerning Humane Understanding, Volume 1	1
45	158	0.000342	﻿The Project Gutenberg eBook of Emma	1
46	9468	0.000342	﻿The Project Gutenberg eBook of Anna St. Ives	1
47	68464	0.000342	﻿The Project Gutenberg eBook of Specifications for street roadway pavements	1
48	31274	0.000342	﻿The Project Gutenberg eBook of Lady Anna	1
49	31100	0.000342	﻿The Project Gutenberg eBook of The Complete Project Gutenberg Works of Jane Austen	1
50	53430	0.000342	﻿The Project Gutenberg eBook of Principia Ethica	1
51	5669	0.000342	﻿The Project Gutenberg eBook of Considerations on Representative Government	1
52	10661	0.000342	﻿The Project Gutenberg eBook of A Selection from the Discourses of Epictetus with the Encheiridion	1
53	39713	0.000342	﻿The Project Gutenberg eBook of The Foundations of Science: Science and Hypothesis, The Value of Science, Science and Method	1
54	9296	0.000342	﻿The Project Gutenberg eBook of Clarissa Harlowe; or the history of a young lady — Volume 1	1
55	26849	0.000342	﻿The Project Gutenberg eBook of The Works of Mr. George Gillespie (Vol. 1 of 2)	1
56	8438	0.000342	﻿The Project Gutenberg eBook of The Ethics of Aristotle	1
57	9969	0.000342	﻿The Project Gutenberg eBook of Love's Final Victory	1
58	40861	0.000342	﻿The Project Gutenberg eBook of The Journal of the Debates in the Convention which Framed the Constitution of the United States, May-September 1787. Volume 1	1
59	35420	0.000342	﻿The Project Gutenberg eBook of A System of Logic: Ratiocinative and Inductive, 7th Edition, Vol. I	1
60	10462	0.000342	﻿The Project Gutenberg eBook of Clarissa Harlowe; or the history of a young lady — Volume 4	1
61	64185	0.000342	﻿The Project Gutenberg eBook of A Body of Divinity, Vol. 3 (of 4)	1
62	3794	0.000342	﻿The Project Gutenberg eBook of L. Annaeus Seneca on Benefits	1
63	10616	0.000342	﻿The Project Gutenberg eBook of An Essay Concerning Humane Understanding, Volume 2	1
64	35421	0.000342	﻿The Project Gutenberg eBook of A System of Logic: Ratiocinative and Inductive, 7th Edition, Vol. II	1
65	2158	0.000342	﻿The Project Gutenberg eBook of The Prime Minister	1
66	18440	0.000342	﻿The Project Gutenberg eBook of Logic: Deductive and Inductive	1
67	3296	0.000342	﻿The Project Gutenberg eBook of The Confessions of St. Augustine	1
68	9881	0.000342	﻿The Project Gutenberg eBook of Clarissa Harlowe; or the history of a young lady — Volume 3	1
69	16182	0.000342	﻿The Project Gutenberg eBook of The Letters of Robert Browning and Elizabeth Barrett Barrett, Vol. 1 (of 2) 1845-1846	1
