rank	book_id	score	preview	start_line
1	4627	0.108524	﻿The Project Gutenberg eBook of The Lights and Shadows of Real Life	1
2	4669	0.108177	﻿The Project Gutenberg eBook of Town and Country; Or, Life at Home and Abroad, Without and Within Us	1
3	4484	0.108148	﻿The Project Gutenberg eBook of The Amazing Marriage — Volume 2	1
4	4485	0.108114	﻿The Project Gutenberg eBook of The Amazing Marriage — Volume 3	1
5	4721	0.108101	﻿The Project Gutenberg eBook of Darkness and Daylight: A Novel	1
6	4483	0.108067	﻿The Project Gutenberg eBook of The Amazing Marriage — Volume 1	1
7	4710	0.108059	﻿The Project Gutenberg eBook of The Story of Electricity	1
8	4688	0.108057	﻿The Project Gutenberg eBook of Pages	1
9	4486	0.108034	﻿The Project Gutenberg eBook of The Amazing Marriage — Volume 4	1
10	4652	0.107982	﻿The Project Gutenberg eBook of Escape, and Other Essays	1
11	4474	0.107951	﻿The Project Gutenberg eBook of One of Our Conquerors — Volume 4	1
12	4487	0.107942	﻿The Project Gutenberg eBook of The Amazing Marriage — Volume 5	1
13	4475	0.107929	﻿The Project Gutenberg eBook of One of Our Conquerors — Volume 5	1
14	4471	0.107905	﻿The Project Gutenberg eBook of One of Our Conquerors — Volume 1	1
15	4653	0.107881	﻿The Project Gutenberg eBook of God's Good Man: A Simple Love Story	1
16	4472	0.107850	﻿The Project Gutenberg eBook of One of Our Conquerors — Volume 2	1
17	4701	0.107845	﻿The Project Gutenberg eBook of The Ethics of the Dust	1
18	4473	0.107784	﻿The Project Gutenberg eBook of One of Our Conquerors — Volume 3	1
19	4676	0.107783	﻿The Project Gutenberg eBook of Outpost	1
20	4498	0.107707	﻿The Project Gutenberg eBook of Miscellaneous Prose	1
21	4586	0.107042	﻿The Project Gutenberg eBook of Danger; Or, Wounded in the House of a Friend	1
22	4495	0.106797	﻿The Project Gutenberg eBook of The House on the Beach: A Realistic Tale	1
23	4598	0.106683	﻿The Project Gutenberg eBook of The Story of Creation as Told By Theology and By Science	1
24	4668	0.106447	﻿The Project Gutenberg eBook of Siege of Washington, D.C., written expressly for little people	1
25	4492	0.106375	﻿The Project Gutenberg eBook of Farina	1
26	4585	0.106315	﻿The Project Gutenberg eBook of God's Country—And the Woman	1
27	4497	0.106226	﻿The Project Gutenberg eBook of The Sentimentalists	1
28	4672	0.106178	﻿The Project Gutenberg eBook of The Galleries of the Exposition	1
29	576	0.106010	﻿ The Project Gutenberg eBook of The Project Gutenberg Web Pages	1
30	4490	0.105906	﻿The Project Gutenberg eBook of Celt and Saxon — Volume 2	1
31	4489	0.105776	﻿The Project Gutenberg eBook of Celt and Saxon — Volume 1	1
32	4637	0.105586	﻿The Project Gutenberg eBook of Angel Island	1
33	4601	0.105184	﻿The Project Gutenberg eBook of Papa Hamlet	1
34	4462	0.105119	﻿The Project Gutenberg eBook of The Tragic Comedians: A Study in a Well-known Story — Volume 2	1
35	4461	0.105110	﻿The Project Gutenberg eBook of The Tragic Comedians: A Study in a Well-known Story — Volume 1	1
36	4463	0.105091	﻿The Project Gutenberg eBook of The Tragic Comedians: A Study in a Well-known Story — Volume 3	1
37	4465	0.104875	﻿The Project Gutenberg eBook of Diana of the Crossways — Volume 1	1
38	4467	0.104866	﻿The Project Gutenberg eBook of Diana of the Crossways — Volume 3	1
39	4469	0.104858	﻿The Project Gutenberg eBook of Diana of the Crossways — Volume 5	1
40	4466	0.104810	﻿The Project Gutenberg eBook of Diana of the Crossways — Volume 2	1
41	4468	0.104777	﻿The Project Gutenberg eBook of Diana of the Crossways — Volume 4	1
42	4677	0.104755	﻿The Project Gutenberg eBook of Our World; Or, the Slaveholder's Daughter	1
43	23053	0.104253	﻿The Project Gutenberg eBook of Night of the Living Dead	1
44	4664	0.103566	﻿The Project Gutenberg eBook of Light, Life, and Love: Selections from the German Mystics of the Middle Ages	1
45	4681	0.103524	﻿The Project Gutenberg eBook of Frederick Chopin, as a Man and Musician — Volume 1	1
46	9320	0.103305	﻿The Project Gutenberg eBook of A Doctor of the Old School — Complete	1
47	4496	0.103026	﻿The Project Gutenberg eBook of The Gentleman of Fifty and The Damsel of Nineteen (An early uncompleted fragment)	1
48	4725	0.102944	﻿The Project Gutenberg eBook of John Lothrop Motley. a memoir — Volume 1	1
49	33375	0.102929	﻿The Project Gutenberg eBook of Watch (First 25,000 words)	1
50	4727	0.102869	﻿The Project Gutenberg eBook of John Lothrop Motley. a memoir — Volume 3	1
51	4726	0.102860	﻿The Project Gutenberg eBook of John Lothrop Motley. a memoir — Volume 2	1
52	18609	0.102815	﻿The Project Gutenberg eBook of Hark! The Herald Angels Sing	1
53	17424	0.102517	﻿The Project Gutenberg eBook of Eternal Father, Strong to Save	1
54	4715	0.102384	﻿The Project Gutenberg eBook of An African Millionaire: Episodes in the Life of the Illustrious Colonel Clay	1
55	672	0.102333	﻿The Project Gutenberg eBook of The Secret Guide to Computers	1
56	18608	0.102137	﻿The Project Gutenberg eBook of Oh Little Town of Bethlehem	1
57	4610	0.102124	﻿The Project Gutenberg eBook of The Letters of Horace Walpole, Earl of Orford — Volume 2	1
58	366	0.102049	﻿The Project Gutenberg eBook of Bab: A Sub-Deb	1
59	4609	0.102036	﻿The Project Gutenberg eBook of The Letters of Horace Walpole, Earl of Orford — Volume 1	1
60	4649	0.101905	﻿The Project Gutenberg eBook of Micromégas	1
61	4648	0.101773	﻿The Project Gutenberg eBook of Memnon ou la sagesse humaine	1
62	33374	0.101151	﻿The Project Gutenberg eBook of Wake (First 25,000 words)	1
63	66090	0.100788	﻿The Project Gutenberg eBook of A Man in the Zoo	1
64	4655	0.100728	﻿The Project Gutenberg eBook of The Seigneurs of Old Canada : A Chronicle of New World Feudalism	1
65	66088	0.100493	﻿The Project Gutenberg eBook of Recollections of Captain Wilkie: A Story of an Old Offender	1
66	22427	0.100404	﻿The Project Gutenberg eBook of One Thousand and One Initial Letters	1
67	4799	0.100307	﻿The Project Gutenberg eBook of The Complete Poetical Works of Percy Bysshe Shelley — Volume 3	1
68	4798	0.100277	﻿The Project Gutenberg eBook of The Complete Poetical Works of Percy Bysshe Shelley — Volume 2	1
69	4494	0.099793	﻿The Project Gutenberg eBook of The Tale of Chloe: An Episode in the History of Beau Beamish	1
70	32458	0.099686	﻿The Project Gutenberg eBook of After Two Nights of the Ear-ache	1
71	2291	0.099608	﻿The Project Gutenberg eBook of David Elginbrod	1
72	66089	0.099528	﻿The Project Gutenberg eBook of Balancing and Shoeing Trotting and Pacing Horses	1
73	59590	0.099367	﻿The Project Gutenberg eBook of Studies and Exercises in Formal Logic	1
74	24146	0.099339	﻿The Project Gutenberg eBook of A Commentary on Herodotus	1
75	66093	0.099308	﻿The Project Gutenberg eBook of Cotswolds Water-Colours	1
76	4480	0.098739	﻿The Project Gutenberg eBook of Lord Ormont and His Aminta — Volume 4	1
77	4477	0.098626	﻿The Project Gutenberg eBook of Lord Ormont and His Aminta — Volume 1	1
78	4479	0.098619	﻿The Project Gutenberg eBook of Lord Ormont and His Aminta — Volume 3	1
79	4478	0.098585	﻿The Project Gutenberg eBook of Lord Ormont and His Aminta — Volume 2	1
80	4481	0.098585	﻿The Project Gutenberg eBook of Lord Ormont and His Aminta — Volume 5	1
81	51104	0.098473	﻿The Project Gutenberg eBook of Allen & Morton's West-London Directory for 1867	1
82	4647	0.098458	﻿The Project Gutenberg eBook of Zadig, ou la Destinée, histoire orientale	1
83	4493	0.098234	﻿The Project Gutenberg eBook of The Case of General Ople and Lady Camper	1
84	29434	0.098068	﻿The Project Gutenberg eBook of The Project Gutenberg Works of Flavius Josephus: An Index	1
85	66094	0.098000	﻿The Project Gutenberg eBook of Dreams and Images: An Anthology of Catholic Poets	1
86	29430	0.097864	﻿The Project Gutenberg eBook of The Project Gutenberg Works of Hall Caine: An Index	1
87	4718	0.097854	﻿The Project Gutenberg eBook of Histoire des voyages de Scarmentado	1
88	54644	0.097538	﻿The Project Gutenberg eBook of Obedience to the Articles and Rubrics of the Church of England	1
89	66091	0.097443	﻿The Project Gutenberg eBook of Eunice and Cricket	1
90	29459	0.097440	﻿The Project Gutenberg eBook of The Project Gutenberg Works of Xenophon: An Index	1
91	56181	0.097093	﻿The Project Gutenberg eBook of The Ohio Journal of Science. Vol. XVI., No. 2 (December, 1915)	1
92	66096	0.096317	﻿The Project Gutenberg eBook of Travels through the states of North America, and the provinces of Upper and Lower Canada, during the years 1795, 1796, and 1797 [Vol. 1 of 2]	1
